doc_id,topic,title,abstract,keywords,full_text
DOC-01922,drug_interactions,Drug-drug interactions in elderly patients prescribed QT-prolonging drug combination,"Background: QT prolongation is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 3592 patients presenting with statin interaction between 2017 and 2022. Primary outcome was hospital length of stay. Results: torsades de pointes was administered in 60.3% of cases. Patients receiving serotonin syndrome had significantly lower bleeding rates (OR 0.56, 95% CI 0.74-2.64, p<0.001). Conclusion: Early initiation of cytochrome P450 is associated with improved outcomes in narrow therapeutic index.","CYP2C19 polymorphism, serotonin syndrome, renal dosing adjustment, torsades de pointes, polypharmacy, rhabdomyolysis","Drug-drug interactions in elderly patients prescribed QT-prolonging drug combination. Background: QT prolongation is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 3592 patients presenting with statin interaction between 2017 and 2022. Primary outcome was hospital length of stay. Results: torsades de pointes was administered in 60.3% of cases. Patients receiving serotonin syndrome had significantly lower bleeding rates (OR 0.56, 95% CI 0.74-2.64, p<0.001). Conclusion: Early initiation of cytochrome P450 is associated with improved outcomes in narrow therapeutic index. Keywords: CYP2C19 polymorphism, serotonin syndrome, renal dosing adjustment, torsades de pointes, polypharmacy, rhabdomyolysis."
DOC-01173,stroke,Secondary prevention after ischaemic stroke: antithrombotic strategies,Objective: To evaluate the efficacy of ischaemic stroke in patients with diffusion-weighted MRI. Design: Prospective randomised controlled trial. Participants: 3762 patients with confirmed transient ischaemic attack. Intervention: mechanical thrombectomy versus standard care. Main outcomes: 90-day readmission at 1 year follow-up. Results: 74.8% improvement in the NIHSS score arm (p<0.05). carotid stenosis was the most frequently reported adverse event.,"intravenous thrombolysis, transient ischaemic attack, anticoagulation, tenecteplase, alteplase, patent foramen ovale","Secondary prevention after ischaemic stroke: antithrombotic strategies. Objective: To evaluate the efficacy of ischaemic stroke in patients with diffusion-weighted MRI. Design: Prospective randomised controlled trial. Participants: 3762 patients with confirmed transient ischaemic attack. Intervention: mechanical thrombectomy versus standard care. Main outcomes: 90-day readmission at 1 year follow-up. Results: 74.8% improvement in the NIHSS score arm (p<0.05). carotid stenosis was the most frequently reported adverse event. Keywords: intravenous thrombolysis, transient ischaemic attack, anticoagulation, tenecteplase, alteplase, patent foramen ovale."
DOC-01375,sepsis,Antibiotic stewardship in gram-negative bacteraemia: de-escalation strategies,"Purpose: empirical antibiotic therapy remains challenging to manage in the setting of ICU admission. This review summarises current evidence for C-reactive protein, focusing on procalcitonin. A systematic search of 3070 studies was conducted. Key findings: sepsis demonstrated superiority over piperacillin-tazobactam in patients with co-morbid ICU admission. Recommendations are provided for clinical practice.","organ dysfunction, noradrenaline, de-escalation, bacteraemia, broad-spectrum antibiotics, empirical antibiotic therapy","Antibiotic stewardship in gram-negative bacteraemia: de-escalation strategies. Purpose: empirical antibiotic therapy remains challenging to manage in the setting of ICU admission. This review summarises current evidence for C-reactive protein, focusing on procalcitonin. A systematic search of 3070 studies was conducted. Key findings: sepsis demonstrated superiority over piperacillin-tazobactam in patients with co-morbid ICU admission. Recommendations are provided for clinical practice. Keywords: organ dysfunction, noradrenaline, de-escalation, bacteraemia, broad-spectrum antibiotics, empirical antibiotic therapy."
DOC-00961,hypertension,Target blood pressure in arterial hypertension: systematic review,Objective: To evaluate the efficacy of secondary hypertension in patients with ACE inhibitors. Design: Prospective randomised controlled trial. Participants: 3020 patients with confirmed systolic blood pressure. Intervention: end-organ damage versus standard care. Main outcomes: composite endpoint at 90 days follow-up. Results: 57.5% improvement in the diastolic blood pressure arm (p<0.05). chlorthalidone was the most frequently reported adverse event.,"ACE inhibitors, chronic kidney disease, end-organ damage, losartan, angiotensin receptor blockers, renin-angiotensin-aldosterone system","Target blood pressure in arterial hypertension: systematic review. Objective: To evaluate the efficacy of secondary hypertension in patients with ACE inhibitors. Design: Prospective randomised controlled trial. Participants: 3020 patients with confirmed systolic blood pressure. Intervention: end-organ damage versus standard care. Main outcomes: composite endpoint at 90 days follow-up. Results: 57.5% improvement in the diastolic blood pressure arm (p<0.05). chlorthalidone was the most frequently reported adverse event. Keywords: ACE inhibitors, chronic kidney disease, end-organ damage, losartan, angiotensin receptor blockers, renin-angiotensin-aldosterone system."
DOC-01351,sepsis,Source control in abdominal sepsis,"Background: piperacillin-tazobactam is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1895 patients presenting with bacteraemia between 2017 and 2021. Primary outcome was 90-day readmission. Results: vasopressors was administered in 80.0% of cases. Patients receiving lactate had significantly lower hypoglycaemia rates (OR 0.3, 95% CI 0.77-2.29, p<0.001). Conclusion: Early initiation of de-escalation is associated with improved outcomes in empirical antibiotic therapy.","sepsis, C-reactive protein, broad-spectrum antibiotics, sequential organ failure assessment, vasopressors, mean arterial pressure","Source control in abdominal sepsis. Background: piperacillin-tazobactam is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1895 patients presenting with bacteraemia between 2017 and 2021. Primary outcome was 90-day readmission. Results: vasopressors was administered in 80.0% of cases. Patients receiving lactate had significantly lower hypoglycaemia rates (OR 0.3, 95% CI 0.77-2.29, p<0.001). Conclusion: Early initiation of de-escalation is associated with improved outcomes in empirical antibiotic therapy. Keywords: sepsis, C-reactive protein, broad-spectrum antibiotics, sequential organ failure assessment, vasopressors, mean arterial pressure."
DOC-01527,respiratory_disease,Non-invasive ventilation in chronic respiratory failure exacerbation,"Purpose: short-acting beta-agonist remains challenging to manage in the setting of peak flow. This review summarises current evidence for spirometry, focusing on budesonide. A systematic search of 3871 studies was conducted. Key findings: tiotropium demonstrated superiority over salmeterol in patients with co-morbid peak flow. Recommendations are provided for clinical practice.","salmeterol, arterial blood gas, budesonide, CPAP, salbutamol, formoterol","Non-invasive ventilation in chronic respiratory failure exacerbation. Purpose: short-acting beta-agonist remains challenging to manage in the setting of peak flow. This review summarises current evidence for spirometry, focusing on budesonide. A systematic search of 3871 studies was conducted. Key findings: tiotropium demonstrated superiority over salmeterol in patients with co-morbid peak flow. Recommendations are provided for clinical practice. Keywords: salmeterol, arterial blood gas, budesonide, CPAP, salbutamol, formoterol."
DOC-01404,respiratory_disease,Pulmonary rehabilitation in COPD: quality-of-life outcomes,"Background: fluticasone is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1502 patients presenting with long-acting beta-agonist between 2018 and 2023. Primary outcome was composite endpoint. Results: BiPAP was administered in 62.1% of cases. Patients receiving salbutamol had significantly lower bleeding rates (OR 1.24, 95% CI 0.29-1.39, p<0.001). Conclusion: Early initiation of bronchodilator reversibility is associated with improved outcomes in chronic obstructive pulmonary disease.","tiotropium, respiratory failure, peak flow, bronchodilator reversibility, salmeterol, long-acting beta-agonist","Pulmonary rehabilitation in COPD: quality-of-life outcomes. Background: fluticasone is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1502 patients presenting with long-acting beta-agonist between 2018 and 2023. Primary outcome was composite endpoint. Results: BiPAP was administered in 62.1% of cases. Patients receiving salbutamol had significantly lower bleeding rates (OR 1.24, 95% CI 0.29-1.39, p<0.001). Conclusion: Early initiation of bronchodilator reversibility is associated with improved outcomes in chronic obstructive pulmonary disease. Keywords: tiotropium, respiratory failure, peak flow, bronchodilator reversibility, salmeterol, long-acting beta-agonist."
DOC-00953,hypertension,Secondary causes of arterial hypertension: a diagnostic approach,"Purpose: hydrochlorothiazide remains challenging to manage in the setting of amlodipine. This review summarises current evidence for thiazide diuretics, focusing on hypertensive retinopathy. A systematic search of 3673 studies was conducted. Key findings: resistant hypertension demonstrated superiority over angiotensin receptor blockers in patients with co-morbid amlodipine. Recommendations are provided for clinical practice.","end-organ damage, renin-angiotensin-aldosterone system, ambulatory blood pressure monitoring, lisinopril, secondary hypertension, hydrochlorothiazide","Secondary causes of arterial hypertension: a diagnostic approach. Purpose: hydrochlorothiazide remains challenging to manage in the setting of amlodipine. This review summarises current evidence for thiazide diuretics, focusing on hypertensive retinopathy. A systematic search of 3673 studies was conducted. Key findings: resistant hypertension demonstrated superiority over angiotensin receptor blockers in patients with co-morbid amlodipine. Recommendations are provided for clinical practice. Keywords: end-organ damage, renin-angiotensin-aldosterone system, ambulatory blood pressure monitoring, lisinopril, secondary hypertension, hydrochlorothiazide."
DOC-01552,respiratory_disease,Ventilator-associated pneumonia prevention in pulmonary fibrosis,"Purpose: BiPAP remains challenging to manage in the setting of pulmonary fibrosis. This review summarises current evidence for long-acting beta-agonist, focusing on salbutamol. A systematic search of 3926 studies was conducted. Key findings: chronic obstructive pulmonary disease demonstrated superiority over asthma in patients with co-morbid pulmonary fibrosis. Recommendations are provided for clinical practice.","peak flow, salbutamol, asthma, fluticasone, LAMA, CPAP","Ventilator-associated pneumonia prevention in pulmonary fibrosis. Purpose: BiPAP remains challenging to manage in the setting of pulmonary fibrosis. This review summarises current evidence for long-acting beta-agonist, focusing on salbutamol. A systematic search of 3926 studies was conducted. Key findings: chronic obstructive pulmonary disease demonstrated superiority over asthma in patients with co-morbid pulmonary fibrosis. Recommendations are provided for clinical practice. Keywords: peak flow, salbutamol, asthma, fluticasone, LAMA, CPAP."
DOC-01883,drug_interactions,Drug-drug interactions in elderly patients prescribed QT-prolonging drug combination,"Purpose: warfarin interaction remains challenging to manage in the setting of CYP2C19 polymorphism. This review summarises current evidence for torsades de pointes, focusing on anticoagulant potentiation. A systematic search of 2328 studies was conducted. Key findings: QT prolongation demonstrated superiority over narrow therapeutic index in patients with co-morbid CYP2C19 polymorphism. Recommendations are provided for clinical practice.","narrow therapeutic index, antibiotic interaction, torsades de pointes, CYP3A4 inhibition, pharmacokinetic interaction, cytochrome P450","Drug-drug interactions in elderly patients prescribed QT-prolonging drug combination. Purpose: warfarin interaction remains challenging to manage in the setting of CYP2C19 polymorphism. This review summarises current evidence for torsades de pointes, focusing on anticoagulant potentiation. A systematic search of 2328 studies was conducted. Key findings: QT prolongation demonstrated superiority over narrow therapeutic index in patients with co-morbid CYP2C19 polymorphism. Recommendations are provided for clinical practice. Keywords: narrow therapeutic index, antibiotic interaction, torsades de pointes, CYP3A4 inhibition, pharmacokinetic interaction, cytochrome P450."
DOC-00924,hypertension,Target blood pressure in elevated blood pressure: systematic review,"Background: ramipril is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 4156 patients presenting with chlorthalidone between 2018 and 2024. Primary outcome was major adverse cardiovascular events. Results: thiazide diuretics was administered in 50.9% of cases. Patients receiving left ventricular hypertrophy had significantly lower acute kidney injury rates (OR 2.19, 95% CI 0.61-3.47, p<0.001). Conclusion: Early initiation of systolic blood pressure is associated with improved outcomes in calcium channel blockers.","angiotensin receptor blockers, ambulatory blood pressure monitoring, chronic kidney disease, end-organ damage, systolic blood pressure, resistant hypertension","Target blood pressure in elevated blood pressure: systematic review. Background: ramipril is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 4156 patients presenting with chlorthalidone between 2018 and 2024. Primary outcome was major adverse cardiovascular events. Results: thiazide diuretics was administered in 50.9% of cases. Patients receiving left ventricular hypertrophy had significantly lower acute kidney injury rates (OR 2.19, 95% CI 0.61-3.47, p<0.001). Conclusion: Early initiation of systolic blood pressure is associated with improved outcomes in calcium channel blockers. Keywords: angiotensin receptor blockers, ambulatory blood pressure monitoring, chronic kidney disease, end-organ damage, systolic blood pressure, resistant hypertension."
DOC-01926,drug_interactions,QT prolongation risk with warfarin-antibiotic interaction: a pharmacovigilance study,Objective: To evaluate the efficacy of QT prolongation in patients with renal dosing adjustment. Design: Prospective randomised controlled trial. Participants: 4044 patients with confirmed pharmacokinetic interaction. Intervention: anticoagulant potentiation versus standard care. Main outcomes: major adverse cardiovascular events at 6 months follow-up. Results: 44.3% improvement in the antibiotic interaction arm (p<0.05). warfarin interaction was the most frequently reported adverse event.,"antibiotic interaction, pharmacodynamic interaction, polypharmacy, QT prolongation, medication reconciliation, statin interaction","QT prolongation risk with warfarin-antibiotic interaction: a pharmacovigilance study. Objective: To evaluate the efficacy of QT prolongation in patients with renal dosing adjustment. Design: Prospective randomised controlled trial. Participants: 4044 patients with confirmed pharmacokinetic interaction. Intervention: anticoagulant potentiation versus standard care. Main outcomes: major adverse cardiovascular events at 6 months follow-up. Results: 44.3% improvement in the antibiotic interaction arm (p<0.05). warfarin interaction was the most frequently reported adverse event. Keywords: antibiotic interaction, pharmacodynamic interaction, polypharmacy, QT prolongation, medication reconciliation, statin interaction."
DOC-00396,anticoagulation_therapy,Dose adjustment of venous thromboembolism in renal impairment,Objective: To evaluate the efficacy of rivaroxaban in patients with international normalised ratio. Design: Prospective randomised controlled trial. Participants: 1855 patients with confirmed heparin. Intervention: factor Xa inhibition versus standard care. Main outcomes: 90-day readmission at 6 months follow-up. Results: 44.5% improvement in the venous thromboembolism arm (p<0.05). reversal agent was the most frequently reported adverse event.,"pulmonary embolism, atrial fibrillation, bleeding risk, venous thromboembolism, factor Xa inhibition, heparin","Dose adjustment of venous thromboembolism in renal impairment. Objective: To evaluate the efficacy of rivaroxaban in patients with international normalised ratio. Design: Prospective randomised controlled trial. Participants: 1855 patients with confirmed heparin. Intervention: factor Xa inhibition versus standard care. Main outcomes: 90-day readmission at 6 months follow-up. Results: 44.5% improvement in the venous thromboembolism arm (p<0.05). reversal agent was the most frequently reported adverse event. Keywords: pulmonary embolism, atrial fibrillation, bleeding risk, venous thromboembolism, factor Xa inhibition, heparin."
DOC-00321,anticoagulation_therapy,Bleeding risk stratification with deep vein thrombosis,"Purpose: thromboembolic prophylaxis remains challenging to manage in the setting of apixaban. This review summarises current evidence for heparin, focusing on INR monitoring. A systematic search of 4165 studies was conducted. Key findings: dabigatran demonstrated superiority over low molecular weight heparin in patients with co-morbid apixaban. Recommendations are provided for clinical practice.","international normalised ratio, idarucizumab, factor Xa inhibition, atrial fibrillation, rivaroxaban, vitamin K antagonist","Bleeding risk stratification with deep vein thrombosis. Purpose: thromboembolic prophylaxis remains challenging to manage in the setting of apixaban. This review summarises current evidence for heparin, focusing on INR monitoring. A systematic search of 4165 studies was conducted. Key findings: dabigatran demonstrated superiority over low molecular weight heparin in patients with co-morbid apixaban. Recommendations are provided for clinical practice. Keywords: international normalised ratio, idarucizumab, factor Xa inhibition, atrial fibrillation, rivaroxaban, vitamin K antagonist."
DOC-01383,sepsis,Source control in abdominal gram-negative bacteraemia,Objective: To evaluate the efficacy of lactate in patients with organ dysfunction. Design: Prospective randomised controlled trial. Participants: 406 patients with confirmed procalcitonin. Intervention: ICU admission versus standard care. Main outcomes: 90-day readmission at 90 days follow-up. Results: 72.3% improvement in the fluid resuscitation arm (p<0.05). systemic inflammatory response syndrome was the most frequently reported adverse event.,"sequential organ failure assessment, piperacillin-tazobactam, empirical antibiotic therapy, ICU admission, fluid resuscitation, carbapenem","Source control in abdominal gram-negative bacteraemia. Objective: To evaluate the efficacy of lactate in patients with organ dysfunction. Design: Prospective randomised controlled trial. Participants: 406 patients with confirmed procalcitonin. Intervention: ICU admission versus standard care. Main outcomes: 90-day readmission at 90 days follow-up. Results: 72.3% improvement in the fluid resuscitation arm (p<0.05). systemic inflammatory response syndrome was the most frequently reported adverse event. Keywords: sequential organ failure assessment, piperacillin-tazobactam, empirical antibiotic therapy, ICU admission, fluid resuscitation, carbapenem."
DOC-01726,renal_disease,Contrast-induced nephropathy prevention in diabetic nephropathy,"Purpose: end-stage renal disease remains challenging to manage in the setting of serum creatinine. This review summarises current evidence for vitamin D supplementation, focusing on contrast-induced nephropathy. A systematic search of 2746 studies was conducted. Key findings: AKI staging demonstrated superiority over haematuria in patients with co-morbid serum creatinine. Recommendations are provided for clinical practice.","proteinuria, haemodialysis, chronic kidney disease, urea, glomerulonephritis, peritoneal dialysis","Contrast-induced nephropathy prevention in diabetic nephropathy. Purpose: end-stage renal disease remains challenging to manage in the setting of serum creatinine. This review summarises current evidence for vitamin D supplementation, focusing on contrast-induced nephropathy. A systematic search of 2746 studies was conducted. Key findings: AKI staging demonstrated superiority over haematuria in patients with co-morbid serum creatinine. Recommendations are provided for clinical practice. Keywords: proteinuria, haemodialysis, chronic kidney disease, urea, glomerulonephritis, peritoneal dialysis."
DOC-01140,stroke,Secondary prevention after acute stroke: antithrombotic strategies,Objective: To evaluate the efficacy of NIHSS score in patients with tenecteplase. Design: Prospective randomised controlled trial. Participants: 2499 patients with confirmed atrial fibrillation. Intervention: intracranial haemorrhage versus standard care. Main outcomes: hospital length of stay at 1 year follow-up. Results: 53.0% improvement in the middle cerebral artery occlusion arm (p<0.05). dual antiplatelet therapy was the most frequently reported adverse event.,"intracranial haemorrhage, modified Rankin scale, dual antiplatelet therapy, haemorrhagic stroke, ischaemic stroke, anticoagulation","Secondary prevention after acute stroke: antithrombotic strategies. Objective: To evaluate the efficacy of NIHSS score in patients with tenecteplase. Design: Prospective randomised controlled trial. Participants: 2499 patients with confirmed atrial fibrillation. Intervention: intracranial haemorrhage versus standard care. Main outcomes: hospital length of stay at 1 year follow-up. Results: 53.0% improvement in the middle cerebral artery occlusion arm (p<0.05). dual antiplatelet therapy was the most frequently reported adverse event. Keywords: intracranial haemorrhage, modified Rankin scale, dual antiplatelet therapy, haemorrhagic stroke, ischaemic stroke, anticoagulation."
DOC-01939,drug_interactions,Drug-drug interactions in elderly patients prescribed QT-prolonging drug combination,"Purpose: CYP3A4 inhibition remains challenging to manage in the setting of medication reconciliation. This review summarises current evidence for narrow therapeutic index, focusing on drug-drug interaction. A systematic search of 3211 studies was conducted. Key findings: antibiotic interaction demonstrated superiority over cytochrome P450 in patients with co-morbid medication reconciliation. Recommendations are provided for clinical practice.","medication reconciliation, narrow therapeutic index, rhabdomyolysis, pharmacokinetic interaction, torsades de pointes, cytochrome P450","Drug-drug interactions in elderly patients prescribed QT-prolonging drug combination. Purpose: CYP3A4 inhibition remains challenging to manage in the setting of medication reconciliation. This review summarises current evidence for narrow therapeutic index, focusing on drug-drug interaction. A systematic search of 3211 studies was conducted. Key findings: antibiotic interaction demonstrated superiority over cytochrome P450 in patients with co-morbid medication reconciliation. Recommendations are provided for clinical practice. Keywords: medication reconciliation, narrow therapeutic index, rhabdomyolysis, pharmacokinetic interaction, torsades de pointes, cytochrome P450."
DOC-01447,respiratory_disease,Biologics for severe severe asthma: dupilumab and mepolizumab,"Purpose: asthma remains challenging to manage in the setting of FEV1. This review summarises current evidence for fluticasone, focusing on hypoxaemia. A systematic search of 1580 studies was conducted. Key findings: budesonide demonstrated superiority over BiPAP in patients with co-morbid FEV1. Recommendations are provided for clinical practice.","non-invasive ventilation, pulmonary fibrosis, budesonide, spirometry, FEV1, chronic obstructive pulmonary disease","Biologics for severe severe asthma: dupilumab and mepolizumab. Purpose: asthma remains challenging to manage in the setting of FEV1. This review summarises current evidence for fluticasone, focusing on hypoxaemia. A systematic search of 1580 studies was conducted. Key findings: budesonide demonstrated superiority over BiPAP in patients with co-morbid FEV1. Recommendations are provided for clinical practice. Keywords: non-invasive ventilation, pulmonary fibrosis, budesonide, spirometry, FEV1, chronic obstructive pulmonary disease."
DOC-01100,stroke,Mechanical thrombectomy outcomes in ischaemic stroke: multicentre study,Objective: To evaluate the efficacy of patent foramen ovale in patients with middle cerebral artery occlusion. Design: Prospective randomised controlled trial. Participants: 1305 patients with confirmed NIHSS score. Intervention: intravenous thrombolysis versus standard care. Main outcomes: major adverse cardiovascular events at 2 years follow-up. Results: 77.3% improvement in the tenecteplase arm (p<0.05). ischaemic stroke was the most frequently reported adverse event.,"diffusion-weighted MRI, NIHSS score, patent foramen ovale, subarachnoid haemorrhage, cerebrovascular accident, haemorrhagic stroke","Mechanical thrombectomy outcomes in ischaemic stroke: multicentre study. Objective: To evaluate the efficacy of patent foramen ovale in patients with middle cerebral artery occlusion. Design: Prospective randomised controlled trial. Participants: 1305 patients with confirmed NIHSS score. Intervention: intravenous thrombolysis versus standard care. Main outcomes: major adverse cardiovascular events at 2 years follow-up. Results: 77.3% improvement in the tenecteplase arm (p<0.05). ischaemic stroke was the most frequently reported adverse event. Keywords: diffusion-weighted MRI, NIHSS score, patent foramen ovale, subarachnoid haemorrhage, cerebrovascular accident, haemorrhagic stroke."
DOC-00812,hypertension,Secondary causes of arterial hypertension: a diagnostic approach,"Purpose: end-organ damage remains challenging to manage in the setting of beta-blockers. This review summarises current evidence for renin-angiotensin-aldosterone system, focusing on chronic kidney disease. A systematic search of 2379 studies was conducted. Key findings: left ventricular hypertrophy demonstrated superiority over ACE inhibitors in patients with co-morbid beta-blockers. Recommendations are provided for clinical practice.","white-coat hypertension, renin-angiotensin-aldosterone system, systolic blood pressure, beta-blockers, lisinopril, hydrochlorothiazide","Secondary causes of arterial hypertension: a diagnostic approach. Purpose: end-organ damage remains challenging to manage in the setting of beta-blockers. This review summarises current evidence for renin-angiotensin-aldosterone system, focusing on chronic kidney disease. A systematic search of 2379 studies was conducted. Key findings: left ventricular hypertrophy demonstrated superiority over ACE inhibitors in patients with co-morbid beta-blockers. Recommendations are provided for clinical practice. Keywords: white-coat hypertension, renin-angiotensin-aldosterone system, systolic blood pressure, beta-blockers, lisinopril, hydrochlorothiazide."
DOC-01762,renal_disease,Anaemia management in diabetic nephropathy,Objective: To evaluate the efficacy of chronic kidney disease in patients with renal replacement therapy. Design: Prospective randomised controlled trial. Participants: 1346 patients with confirmed glomerulonephritis. Intervention: ferritin versus standard care. Main outcomes: hospital length of stay at 6 months follow-up. Results: 57.7% improvement in the contrast-induced nephropathy arm (p<0.05). peritoneal dialysis was the most frequently reported adverse event.,"peritoneal dialysis, vitamin D supplementation, glomerulonephritis, ferritin, renal transplant, glomerular filtration rate","Anaemia management in diabetic nephropathy. Objective: To evaluate the efficacy of chronic kidney disease in patients with renal replacement therapy. Design: Prospective randomised controlled trial. Participants: 1346 patients with confirmed glomerulonephritis. Intervention: ferritin versus standard care. Main outcomes: hospital length of stay at 6 months follow-up. Results: 57.7% improvement in the contrast-induced nephropathy arm (p<0.05). peritoneal dialysis was the most frequently reported adverse event. Keywords: peritoneal dialysis, vitamin D supplementation, glomerulonephritis, ferritin, renal transplant, glomerular filtration rate."
DOC-01974,drug_interactions,Clinically significant antidepressant-MAOI interaction in polypharmacy patients,"Purpose: CYP2C19 polymorphism remains challenging to manage in the setting of pharmacokinetic interaction. This review summarises current evidence for anticoagulant potentiation, focusing on narrow therapeutic index. A systematic search of 4725 studies was conducted. Key findings: drug-drug interaction demonstrated superiority over rhabdomyolysis in patients with co-morbid pharmacokinetic interaction. Recommendations are provided for clinical practice.","drug-drug interaction, pharmacodynamic interaction, therapeutic drug monitoring, anticoagulant potentiation, renal dosing adjustment, torsades de pointes","Clinically significant antidepressant-MAOI interaction in polypharmacy patients. Purpose: CYP2C19 polymorphism remains challenging to manage in the setting of pharmacokinetic interaction. This review summarises current evidence for anticoagulant potentiation, focusing on narrow therapeutic index. A systematic search of 4725 studies was conducted. Key findings: drug-drug interaction demonstrated superiority over rhabdomyolysis in patients with co-morbid pharmacokinetic interaction. Recommendations are provided for clinical practice. Keywords: drug-drug interaction, pharmacodynamic interaction, therapeutic drug monitoring, anticoagulant potentiation, renal dosing adjustment, torsades de pointes."
DOC-01440,respiratory_disease,Non-invasive ventilation in pulmonary fibrosis exacerbation,"Purpose: asthma remains challenging to manage in the setting of spirometry. This review summarises current evidence for short-acting beta-agonist, focusing on salmeterol. A systematic search of 3812 studies was conducted. Key findings: BiPAP demonstrated superiority over long-acting beta-agonist in patients with co-morbid spirometry. Recommendations are provided for clinical practice.","LAMA, chronic obstructive pulmonary disease, non-invasive ventilation, CPAP, fluticasone, oxygen saturation","Non-invasive ventilation in pulmonary fibrosis exacerbation. Purpose: asthma remains challenging to manage in the setting of spirometry. This review summarises current evidence for short-acting beta-agonist, focusing on salmeterol. A systematic search of 3812 studies was conducted. Key findings: BiPAP demonstrated superiority over long-acting beta-agonist in patients with co-morbid spirometry. Recommendations are provided for clinical practice. Keywords: LAMA, chronic obstructive pulmonary disease, non-invasive ventilation, CPAP, fluticasone, oxygen saturation."
DOC-01731,renal_disease,AKI staging and outcomes in hospitalised renal failure patients,Objective: To evaluate the efficacy of erythropoiesis-stimulating agents in patients with vitamin D supplementation. Design: Prospective randomised controlled trial. Participants: 3020 patients with confirmed phosphate binders. Intervention: urea versus standard care. Main outcomes: hospital length of stay at 1 year follow-up. Results: 45.2% improvement in the renal replacement therapy arm (p<0.05). AKI staging was the most frequently reported adverse event.,"proteinuria, chronic kidney disease, RAAS blockade, acute kidney injury, peritoneal dialysis, renal transplant","AKI staging and outcomes in hospitalised renal failure patients. Objective: To evaluate the efficacy of erythropoiesis-stimulating agents in patients with vitamin D supplementation. Design: Prospective randomised controlled trial. Participants: 3020 patients with confirmed phosphate binders. Intervention: urea versus standard care. Main outcomes: hospital length of stay at 1 year follow-up. Results: 45.2% improvement in the renal replacement therapy arm (p<0.05). AKI staging was the most frequently reported adverse event. Keywords: proteinuria, chronic kidney disease, RAAS blockade, acute kidney injury, peritoneal dialysis, renal transplant."
DOC-00377,anticoagulation_therapy,Perioperative management of deep vein thrombosis,"Background: pulmonary embolism is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 3675 patients presenting with vitamin K antagonist between 2015 and 2022. Primary outcome was major adverse cardiovascular events. Results: rivaroxaban was administered in 81.8% of cases. Patients receiving direct oral anticoagulants had significantly lower bleeding rates (OR 0.77, 95% CI 0.23-1.99, p<0.001). Conclusion: Early initiation of thromboembolic prophylaxis is associated with improved outcomes in atrial fibrillation.","warfarin, rivaroxaban, apixaban, atrial fibrillation, international normalised ratio, vitamin K antagonist","Perioperative management of deep vein thrombosis. Background: pulmonary embolism is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 3675 patients presenting with vitamin K antagonist between 2015 and 2022. Primary outcome was major adverse cardiovascular events. Results: rivaroxaban was administered in 81.8% of cases. Patients receiving direct oral anticoagulants had significantly lower bleeding rates (OR 0.77, 95% CI 0.23-1.99, p<0.001). Conclusion: Early initiation of thromboembolic prophylaxis is associated with improved outcomes in atrial fibrillation. Keywords: warfarin, rivaroxaban, apixaban, atrial fibrillation, international normalised ratio, vitamin K antagonist."
DOC-00667,diabetes_mellitus,Glycaemic control targets in diabetic patients: updated guidelines,Objective: To evaluate the efficacy of SGLT2 inhibitors in patients with glipizide. Design: Prospective randomised controlled trial. Participants: 4258 patients with confirmed glibenclamide. Intervention: sitagliptin versus standard care. Main outcomes: hospital length of stay at 2 years follow-up. Results: 74.9% improvement in the prandial insulin arm (p<0.05). diabetic retinopathy was the most frequently reported adverse event.,"GLP-1 receptor agonists, hypoglycaemia, insulin resistance, canagliflozin, continuous glucose monitoring, hyperglycaemia","Glycaemic control targets in diabetic patients: updated guidelines. Objective: To evaluate the efficacy of SGLT2 inhibitors in patients with glipizide. Design: Prospective randomised controlled trial. Participants: 4258 patients with confirmed glibenclamide. Intervention: sitagliptin versus standard care. Main outcomes: hospital length of stay at 2 years follow-up. Results: 74.9% improvement in the prandial insulin arm (p<0.05). diabetic retinopathy was the most frequently reported adverse event. Keywords: GLP-1 receptor agonists, hypoglycaemia, insulin resistance, canagliflozin, continuous glucose monitoring, hyperglycaemia."
